time,temperature,humidity,ec,ph
2025-07-07 6:00,24,61.1,6.5,1
2025-07-07 7:00,24,59.3,6.5,1
2025-07-07 8:00,23.7,58.3,6.5,1
2025-07-07 9:00,23.6,57.9,6.5,1
2025-07-07 10:00,23.6,59.1,6.5,1
2025-07-07 11:00,23.9,58.4,6.5,1
2025-07-07 12:00,23.7,57.9,6.5,1
2025-07-07 13:00,23.6,57.6,6.5,1
2025-07-07 14:00,23.8,57.5,6.5,1
2025-07-07 15:00,23.9,58,6.5,1
2025-07-07 16:00,23.8,56.8,6.5,1
2025-07-07 17:00,23.7,57.6,6.6,1
2025-07-07 18:00,23.8,57.9,6.6,1
2025-07-07 19:00,23.7,57.7,6.6,1
2025-07-07 20:00,23.6,58.1,6.6,1
2025-07-07 21:00,23.5,58.2,6.6,1
2025-07-07 22:00,21.4,66.4,6.6,1
2025-07-07 23:00,20,74.2,6.6,1
2025-07-08 0:00,21.3,69,6.6,1
2025-07-08 1:00,22.9,61.9,6.6,1
2025-07-08 2:00,23.2,60.9,6.6,1
2025-07-08 3:00,23.3,60.1,6.6,1
2025-07-08 4:00,23.5,60.2,6.6,1
2025-07-08 5:00,23.7,60.9,6.6,1
2025-07-08 6:00,23.6,59.3,6.6,1
2025-07-08 7:00,23.7,59.8,6.6,1
2025-07-08 8:00,23.7,59.3,6.6,1
2025-07-08 9:00,23.7,58.9,6.6,1
2025-07-08 10:00,23.7,58.9,6.6,1
2025-07-08 11:00,24,59.2,6.6,1
2025-07-08 12:00,24.1,56.4,6.6,1
2025-07-08 13:00,24.1,55.8,6.6,1
2025-07-08 14:00,24.1,56.1,6.6,1
2025-07-08 15:00,24.1,56.1,6.6,1
2025-07-08 16:00,24.1,56.6,6.6,1
2025-07-08 17:00,24.1,57.1,6.6,1
2025-07-08 18:00,24.1,57.3,6.6,1
2025-07-08 19:00,24,57.3,6.6,1
2025-07-08 20:00,24,58.7,6.6,1
2025-07-08 21:00,24,59.7,6.6,1
2025-07-08 22:00,21.8,66.3,6.6,1
2025-07-08 23:00,20.4,74.8,6.6,1
2025-07-09 0:00,21.9,69.6,6.6,1
2025-07-09 1:00,23.2,61.7,6.6,1
2025-07-09 2:00,23.3,60.3,6.6,1
2025-07-09 3:00,23.5,61,6.6,1
2025-07-09 4:00,23.6,60,6.6,1
2025-07-09 5:00,23.5,59.7,6.6,1
2025-07-09 6:00,23.6,60.3,6.6,1
2025-07-09 7:00,23.7,60.2,6.6,1
2025-07-09 8:00,23.7,60.1,6.6,1
2025-07-09 9:00,24.6,57,6.6,1
2025-07-09 10:00,23.6,55.2,6.6,1
2025-07-09 11:00,23.7,56.2,6.6,1
2025-07-09 12:00,23.8,55.9,6.6,1
2025-07-09 13:00,23.8,55.8,6.6,1
2025-07-09 14:00,23.8,56.2,6.6,1
2025-07-09 15:00,23.8,55.3,6.6,1
2025-07-09 16:00,23.9,56.1,6.6,1
2025-07-09 17:00,23.9,56,6.6,1
2025-07-09 18:00,24,55.8,6.7,0.9
2025-07-09 19:00,24,55.6,6.7,0.8
2025-07-09 20:00,23.8,55.4,6.7,0.8
2025-07-09 21:00,23.8,56.3,6.7,0.8
2025-07-09 22:00,20.8,62.7,6.7,0.8
2025-07-09 23:00,18.6,73.7,6.7,0.8
2025-07-10 0:00,19.9,68.5,6.7,0.8
2025-07-10 1:00,21.1,62.5,6.7,0.8
2025-07-10 2:00,22.3,62.4,6.7,0.8
2025-07-10 3:00,22.8,60.4,6.7,0.8
2025-07-10 4:00,23,60.1,6.7,0.8
2025-07-10 5:00,23.2,59.7,6.7,0.8
2025-07-10 6:00,23.3,59.9,6.7,0.8
2025-07-10 7:00,23.4,60.2,6.7,0.8
2025-07-10 8:00,23.5,58.9,6.8,0.8
2025-07-10 9:00,23.6,58.7,6.8,0.8
2025-07-10 10:00,23.8,59.1,6.8,0.8
2025-07-10 11:00,23.9,58.1,6.8,0.8
2025-07-10 12:00,24,56.8,6.8,0.8
2025-07-10 13:00,24,56.7,6.8,0.8
2025-07-10 14:00,24,57,6.8,0.8
2025-07-10 15:00,23.7,56.2,6.8,0.8
2025-07-10 16:00,23.7,57.2,6.8,0.8
2025-07-10 17:00,23.7,56.9,6.8,0.9
2025-07-10 18:00,23.8,56.8,6.8,0.9
2025-07-10 19:00,23.9,57.5,6.8,0.9
2025-07-10 20:00,23.7,56.3,6.7,0.9
2025-07-10 21:00,23.7,57.4,6.7,0.9
2025-07-10 22:00,20.6,63,6.6,0.9
2025-07-10 23:00,18.5,74.1,6.6,0.9
2025-07-11 0:00,19.9,68.9,6.6,0.9
2025-07-11 1:00,20.7,62.3,6.6,0.9
2025-07-11 2:00,21.3,63.6,6.6,0.9
2025-07-11 3:00,22.1,63.3,6.6,0.9
2025-07-11 4:00,22.5,62.9,6.5,0.9
2025-07-11 5:00,22.8,62.1,6.5,0.9
2025-07-11 6:00,22.9,62.2,6.5,0.9
2025-07-11 7:00,23.1,62,6.5,0.9
2025-07-11 8:00,23.3,61.9,6.5,0.9
2025-07-11 9:00,23.5,61.7,6.4,0.9
2025-07-11 10:00,23.5,60.6,6.4,0.9
2025-07-11 11:00,23.5,59.5,6.4,0.9
2025-07-11 12:00,23.4,58.4,6.4,0.9
2025-07-11 13:00,23.4,58.3,6.4,0.9
2025-07-11 14:00,23.5,58.9,6.5,0.9
2025-07-11 15:00,23.5,59.4,6.5,0.9
2025-07-11 16:00,23.4,58.8,6.5,0.9
2025-07-11 17:00,23.4,59.2,6.5,1
2025-07-11 18:00,23.4,59.1,6.5,1
2025-07-11 19:00,23.4,59.4,6.5,1
2025-07-11 20:00,23.4,59.8,6.5,1
2025-07-11 21:00,23.4,59.9,6.5,1
2025-07-11 22:00,20.4,65.7,6.5,1
2025-07-11 23:00,18.4,74.6,6.6,1
2025-07-12 0:00,19.8,70.1,6.6,1
2025-07-12 1:00,20.5,62.4,6.6,1
2025-07-12 2:00,20.8,63.3,6.6,1
2025-07-12 3:00,21.2,63.9,6.6,1
2025-07-12 4:00,21.9,64.2,6.6,1
2025-07-12 5:00,22.3,63.6,6.6,1
2025-07-12 6:00,22.5,63.1,6.6,1
2025-07-12 7:00,22.7,63,6.6,1
2025-07-12 8:00,23,62.2,6.6,1
2025-07-12 9:00,23,61.6,6.6,1
2025-07-12 10:00,23,61.5,6.6,1
2025-07-12 11:00,23.1,60.5,6.6,1
2025-07-12 12:00,23.2,58.9,6.6,1
2025-07-12 13:00,23.2,59.2,6.7,1
2025-07-12 14:00,23.2,59.4,6.7,1
2025-07-12 15:00,23.3,60.4,6.7,1
2025-07-12 16:00,23.2,59.3,6.7,1
2025-07-12 17:00,23.2,60.3,6.7,1
2025-07-12 18:00,23.2,60.3,6.7,1
2025-07-12 19:00,23.3,61,6.7,1
2025-07-12 20:00,23.3,60.8,6.7,1
2025-07-12 21:00,23.3,61.1,6.7,1
2025-07-12 22:00,20.1,66,6.8,1
2025-07-12 23:00,18.4,76.3,6.8,1
2025-07-13 0:00,19.7,71.1,6.8,1
2025-07-13 1:00,20.7,64.3,6.8,1
2025-07-13 2:00,20.7,62.9,6.9,1
2025-07-13 3:00,20.4,63.2,6.9,1
2025-07-13 4:00,20.8,64.4,6.8,1
2025-07-13 5:00,21.5,65.4,6.9,1
2025-07-13 6:00,22,64.9,6.9,1
2025-07-13 7:00,22.3,64.7,6.9,1
2025-07-13 8:00,22.7,64.1,6.9,1
2025-07-13 9:00,22.9,63.4,6.8,1
2025-07-13 10:00,22.9,62.1,6.8,1
2025-07-13 11:00,23,61.9,6.8,1
2025-07-13 12:00,22.9,61.7,6.8,1
2025-07-13 13:00,23,62.1,6.8,1
2025-07-13 14:00,23.1,63.1,6.8,1
2025-07-13 15:00,23.3,62.9,6.8,1
2025-07-13 16:00,23.3,62.4,6.9,1
2025-07-13 17:00,23.1,61.5,6.9,1
2025-07-13 18:00,23,62.1,6.8,1
2025-07-13 19:00,23.2,62.2,6.9,1
2025-07-13 20:00,23,61.8,6.9,1
2025-07-13 21:00,23,62.3,6.9,1
2025-07-13 22:00,20,67.9,6.9,1
2025-07-13 23:00,18.2,76.8,6.9,1
2025-07-14 0:00,19.4,72.4,6.9,1
2025-07-14 1:00,20.4,65.4,7,1
2025-07-14 2:00,20.4,64.4,7,1
2025-07-14 3:00,20.6,64.8,7,1
2025-07-14 4:00,20.5,64.8,7,1
2025-07-14 5:00,20.5,65.1,7,1
2025-07-14 6:00,20.6,64.9,7,1
2025-07-14 7:00,20.8,65.3,7,1
2025-07-14 8:00,20.6,64.4,7,1
2025-07-14 9:00,20.8,64.8,7,1
2025-07-14 10:00,21.4,65.4,7,1
2025-07-14 11:00,20.8,63.1,7,1
2025-07-14 12:00,20.8,63.8,7,1
2025-07-14 13:00,20.7,63.6,7,1
2025-07-14 14:00,21.3,66.8,7,1
2025-07-14 15:00,22.2,65,7.1,1
2025-07-14 16:00,22.5,62.4,7,1
2025-07-14 17:00,22.8,61.7,7,1
2025-07-14 18:00,22.8,61.2,7,1
2025-07-14 19:00,22.9,61.2,7,1
2025-07-14 20:00,23,61.7,7,1
2025-07-14 21:00,23,61.5,7.1,1
2025-07-14 22:00,20.2,68.1,7.1,1
2025-07-14 23:00,18.3,78.4,7.1,1
2025-07-15 0:00,20,74.7,7.1,1
2025-07-15 1:00,21.7,66.8,7.1,1
2025-07-15 2:00,22.2,65.5,7.1,1
2025-07-15 3:00,22.5,65.4,7.1,1
2025-07-15 4:00,22.7,64.5,7.1,1
2025-07-15 5:00,22.7,64.3,7.2,1
2025-07-15 6:00,23,64.6,7.1,1
2025-07-15 7:00,23,63.7,7.1,1
2025-07-15 8:00,22.9,63.3,7.2,1
2025-07-15 9:00,22.9,63.2,7.2,1
2025-07-15 10:00,22.9,63.3,7.2,1
2025-07-15 11:00,23,63.1,7.2,1
2025-07-15 12:00,22.9,62.8,7.2,1
2025-07-15 13:00,23,63,7.2,1
2025-07-15 14:00,23,63.5,7.2,1
2025-07-15 15:00,23.3,63.1,7.2,1
2025-07-15 16:00,23.9,62.5,7.2,1
2025-07-15 17:00,23.9,61.2,7.2,1
2025-07-15 18:00,24,61.3,7.2,1
2025-07-15 19:00,24,61.9,7.2,1
2025-07-15 20:00,23.9,61.8,7.2,1
2025-07-15 21:00,24,62.5,7.2,1
2025-07-15 22:00,21.7,69.7,7.3,1
2025-07-15 23:00,20.1,77.6,7.3,1
2025-07-16 0:00,21.6,73.1,7.3,1
2025-07-16 1:00,23.4,66.1,7.2,1
2025-07-16 2:00,23.6,64.6,7.3,1
2025-07-16 3:00,23.7,63.5,7.3,1
2025-07-16 4:00,23.8,63.6,7.3,1
2025-07-16 5:00,23.9,63.7,7.3,1
2025-07-16 6:00,24,62.8,7.3,1
2025-07-16 7:00,23.9,62.9,7.3,1
2025-07-16 8:00,24,63,7.4,1
2025-07-16 9:00,23.9,62.6,7.4,1
2025-07-16 10:00,23.9,63.3,7.4,1
2025-07-16 11:00,24,61.7,7.4,1
2025-07-16 12:00,24,60.7,7.4,1
2025-07-16 13:00,24,60.4,7.4,1
2025-07-16 14:00,23.9,59.8,7.4,1
2025-07-16 15:00,23.2,57.3,7.4,1
2025-07-16 16:00,23.4,60.7,7.3,1
2025-07-16 17:00,24,60.7,7.3,1
2025-07-16 18:00,23.9,59.1,7.3,1
2025-07-16 19:00,24,60.1,7.3,1
2025-07-16 20:00,24.1,60.1,7.4,1
2025-07-16 21:00,24.1,60.3,7.4,1
2025-07-16 22:00,22,69.1,7.5,1
2025-07-16 23:00,20.5,76.4,7.5,1
2025-07-17 0:00,22,72.5,7.4,1
2025-07-17 1:00,23.6,64,7.4,1
2025-07-17 2:00,23.8,63.2,7.5,1
2025-07-17 3:00,24,62.4,7.5,1
2025-07-17 4:00,23.9,62.1,7.5,1
2025-07-17 5:00,24,63,7.5,1
2025-07-17 6:00,24,62.5,7.6,1
2025-07-17 7:00,24,62.6,7.6,1
2025-07-17 8:00,24,63.2,7.6,1
2025-07-17 9:00,24.1,62.6,7.6,1
2025-07-17 10:00,24,61.6,7.6,1
2025-07-17 11:00,24,61.4,7.6,1
2025-07-17 12:00,24.1,61.7,7.6,1
2025-07-17 13:00,24.2,62.5,7.5,1
2025-07-17 14:00,23.6,57.9,7.4,1
2025-07-17 15:00,22.8,58.8,7.4,1
2025-07-17 16:00,22.8,59.2,7.4,1
2025-07-17 17:00,22.7,59.4,7.4,1
2025-07-17 18:00,22.7,59.7,7.4,1
2025-07-17 19:00,22.8,59.9,7.5,1
2025-07-17 20:00,22.6,59.6,7.5,1
2025-07-17 21:00,22.6,60.2,7.5,1
2025-07-17 22:00,20.7,70.5,7.6,1
2025-07-17 23:00,19.4,78.3,7.6,1
